foodId,brandName,productName,petType,kcal_100g,proteinG,fatG,carbohydrateG,확인필요,imageUrl
127,오리젠(ORIJEN),식스피쉬 독,DOG,376.0,39.0,19.0,,,http://shop1.phinf.naver.net/20230728_32/16905262997883kGC5_JPEG/36542883332601361_296439405.jpg
128,오리젠(ORIJEN),퍼피,DOG,400.0,38.0,20.0,,,https://thumbnail8.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/be1f/fbf3d6435d5e7e03f8d6d902e2781553611801cfbbf75c173d7bb819e543.png
129,오리젠(ORIJEN),핏 앤 트림,DOG,349.0,40.0,13.0,,,http://shop1.phinf.naver.net/20230208_199/1675840461224C9uo6_JPEG/76976240908123900_1710765372.jpg
130,아카나(ACANA),와일드 프레이리 독,DOG,385.0,31.0,17.0,34.0,,https://img.dogpre.com/mobile/dogpre/product/49/48464_original_01126653.png
131,아카나(ACANA),라이트 앤 피트,DOG,311.0,35.0,9.0,24.0,,http://shop1.phinf.naver.net/20221212_15/1670828775560kX4EF_PNG/71964559051167122_1957350954.png
132,지위픽(ZIWI PEAK),치킨 with 오처드 프루트,DOG,430.0,36.0,26.0,1.0,,http://shop1.phinf.naver.net/20191209_20/1575880369745S1rF1_PNG/13243758277924130_984793435.png
133,지위픽(ZIWI PEAK),맥커럴 & 램,DOG,450.0,36.0,26.0,1.0,,http://image.g9.co.kr/g/1467894998/n
134,나우(NOW FRESH),그레인프리 라지브리드 어덜트,DOG,357.3,28.0,14.0,,,https://img.danuri.io/catalog-image/376/242/007/5315e10241d74ff0819c230d3e8a9cc4.jpg
135,웰니스(Wellness),컴플리트 헬스 비프&발리,DOG,355.0,25.0,14.0,38.0,,http://imgnews.naver.net/image/5366/2025/10/05/2025100508505706499fbbec65dfb210178127232_20251005085213600.jpg
136,블루버팔로(Blue Buffalo),라이프 프로텍션 라지브리드 시니어,DOG,343.6,20.0,10.0,,,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg
137,브릿(Brit Care),그레인프리 시니어 라이트 살몬,DOG,341.0,25.0,12.0,,,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/52b0/2f5e238474b027952f418647e0ac0edd94dc0b25319d3339374c5de17282.jpg
138,파리나(Farmina),N&D 퀴노아 웨이트 매니지먼트 램,DOG,313.5,28.0,8.0,,,https://ak-d.tripcdn.com/images/0225b12000lbuqky2016B_R_960_660_R5_D.jpg
139,K9 내추럴,램 피스트 프리즈드라이드,DOG,503.0,41.0,34.0,3.0,,https://img.danuri.io/catalog-image/552/461/096/d9d16f75542940ea8a7987ad6ab01594.jpg
140,프리멀(Primal),프리즈드라이드 로우 너겟 래빗,DOG,485.7,60.4,20.87,,,http://shop1.phinf.naver.net/20180201_68/doristar52_1517454932255i92EV_JPEG/40761232776245955_1883485064.jpg
141,더 아너스트 키친(The Honest Kitchen),구르메 그레인 비프&살몬,DOG,368.6,30.0,15.0,,,http://shop1.phinf.naver.net/20231130_5/1701320043788RKzlU_JPEG/16231335605241259_500937151.jpg
142,카나4(Carna4),그레인프리 덕,DOG,450.0,29.0,15.0,,,https://shop-phinf.pstatic.net/20250411_133/1744364511225ko0sC_PNG/90390353928362220_2099006285.png
143,뉴트리소스(Nutrisource),그레인프리 하이플레인스 셀렉트,DOG,401.1,30.0,18.0,27.0,,http://shopping.phinf.naver.net/main_3163593/31635930627.20220406122956.jpg
144,로우즈(Rawz),밀프리 살몬 치킨,DOG,373.0,34.0,15.0,22.0,,http://shop1.phinf.naver.net/20220731_276/1659252586603CP4Vd_JPEG/60388420409300060_616977530.jpg
145,릴리스키친(Lily's Kitchen),어덜트 램,DOG,347.0,23.0,9.0,,,http://shopping.phinf.naver.net/main_5938783/59387836386.20260325163248.jpg
146,하림펫푸드,더리얼 그레인프리 오븐베이크드,DOG,350.0,28.0,14.0,35.0,,https://shop-phinf.pstatic.net/20241204_103/1733272237654uW6Wg_JPEG/35216251440548039_8471334.jpeg
147,하림펫푸드,밥이보약 DOG,DOG,304.5,21.0,10.0,40.0,,http://shop1.phinf.naver.net/20201201_103/1606802421347oWF5K_JPEG/14266946173651623_56986429.jpg
148,ANF,식스프리플러스,DOG,340.0,28.0,15.0,33.0,,http://shopping.phinf.naver.net/main_3967252/39672528618.20231114151301.jpg
149,윌로펫,뉴트리탑 소프트,DOG,310.0,22.0,9.0,38.0,,https://thumbnail10.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/419d/07b57aac1b418f5ec1c76e38227181e926ded934084aee462e55cf773001.png
150,로얄캐닌(Royal Canin),사이즈/연령별 맞춤 사료 (제품별 상이),DOG,,,,,제품별 상이,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/34be/940b027298cde1daa2b6a9ce719a86bd2d713ba437bdb18546cc73f9cdd1.png
151,오리젠(ORIJEN),오리지날 캣,CAT,416.0,40.0,20.0,6.0,,http://shop1.phinf.naver.net/20260428_191/1777365877172wOVJ8_JPEG/20380455004239084_509730415.jpg
152,오리젠(ORIJEN),캣 & 키튼,CAT,416.0,39.0,18.0,7.0,,https://photo3.enuri.info/data/images/service/big/136021000/136021685.jpg
153,아카나(ACANA),와일드 프레이리 캣,CAT,380.0,36.0,20.0,12.0,,https://shop-phinf.pstatic.net/20240627_103/1719484202705ucbLo_JPEG/26785089585305052_645826744.jpg
154,하림펫푸드,밥이보약 CAT,CAT,300.0,27.0,12.0,38.0,,http://shop1.phinf.naver.net/20260421_252/1776750312714ghfyq_PNG/110883244958705744_32996376.png
155,퓨어비타(PureVita),캣 그레인프리 치킨&완두콩,CAT,352.0,36.0,14.0,22.0,,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/product/9054791006/B.webp?724802130
156,뉴트로(NUTRO),내추럴초이스 인도어 어덜트 흰살생선과현미,CAT,340.0,30.0,13.0,34.0,,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/cad5/ebe8add08cb2eb45e312f847f5ce55cb83e039d009c817f4ae2c52af7e24.jpeg
157,뉴트로(NUTRO),내추럴초이스 체중관리 어덜트 닭고기와현미,CAT,323.0,28.0,11.0,36.0,,https://i.pinimg.com/736x/b0/70/9a/b0709a80dc69adc755d2856ca544834f.jpg
158,로얄캐닌(Royal Canin),미니 인도어 어덜트,DOG,337.0,25.0,14.0,38.0,,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/34be/940b027298cde1daa2b6a9ce719a86bd2d713ba437bdb18546cc73f9cdd1.png
159,로얄캐닌(Royal Canin),캣 인도어,CAT,365.0,27.0,13.0,36.0,,http://shop1.phinf.naver.net/20220804_126/1659601557727zFTj3_JPEG/60737385557518767_1231246671.jpg
160,인섹트업(InsectUp),하이포알러지,DOG,350.0,26.0,14.0,38.0,,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/image_audit/prod/92c48870-d9d5-473b-b48d-b83cbf3a6a94_fixing_v2.png
161,인섹트도그(InsectDog),하이포알러지,DOG,330.0,24.0,12.0,40.0,,http://shopping.phinf.naver.net/main_2303504/23035040491.2.20250317113219.jpg
162,벨포아(Bellfor),홀리스틱 인섹트,DOG,335.0,25.0,13.0,39.0,,https://s3.ap-northeast-2.amazonaws.com/storage.b-flow.io/24072564/%EB%B2%A8%ED%8F%AC%EC%95%84%20%EC%8D%B8%EB%84%A4%EC%9D%BC.jpg
163,웰츠(Wealtz),독 저지방 다이어트,DOG,295.0,28.0,8.0,38.0,,http://img.dogpre.com/web/dogpre/product/48/47489_detail_01494397.jpg
164,뉴트리플랜(Nutriplan),고양이 습식사료 어덜트 참치,CAT,80.0,8.0,4.0,2.0,습식사료,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/91b9/e84a5032ca1924e3dec7e7bd7bcd6f7ffff79e73886b724808d0770fbc14.jpg
165,네이처스밸리(Nature's Valley),고양이 그레인프리 어덜트 치킨,CAT,347.0,32.0,12.0,30.0,,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/5711131197/A3.jpg?53000000
166,오리젠(ORIJEN),오리지날 독,DOG,394.0,38.0,18.0,21.0,,https://img.funnc.com/mobile/dogpre/product/22/21006_detailView_01196301.png
167,오리젠(ORIJEN),리저널 레드,DOG,386.0,38.0,18.0,22.0,,http://shop1.phinf.naver.net/20230728_32/16905262997883kGC5_JPEG/36542883332601361_296439405.jpg
168,오리젠(ORIJEN),스몰브리드 어덜트,DOG,390.0,39.0,18.0,20.0,,https://img.funnc.com/mobile/dogpre/product/85/84017_detailView_01716485.png
169,오리젠(ORIJEN),시니어 독,DOG,371.0,38.0,15.0,21.0,,https://img.funnc.com/mobile/dogpre/product/21/20417_detailView_01810406.png
170,아카나(ACANA),헤리티지 어덜트 치킨앤그린,DOG,378.0,29.0,17.0,38.0,,https://img.funnc.com/mobile/dogpre/product/61/60919_detailView_01737904.png
171,아카나(ACANA),퍼피 스몰브리드,DOG,389.0,31.0,17.0,32.0,,https://img.funnc.com/mobile/dogpre/product/48/47477_detailView_01512079.png
172,아카나(ACANA),시니어 독,DOG,335.0,30.0,14.0,30.0,,https://img.funnc.com/mobile/dogpre/product/87/86889_detailView_01352459.png
173,아카나(ACANA),리저널 레드 미트,DOG,381.0,31.0,17.0,34.0,,https://img.dogpre.com/mobile/dogpre/product/49/48464_original_01126653.png
174,로얄캐닌(Royal Canin),미니 어덜트,DOG,358.0,26.0,16.0,38.0,,https://img.funnc.com/mobile/dogpre/product/45/44723_detailView_01194122.png
175,로얄캐닌(Royal Canin),미디엄 어덜트,DOG,355.0,26.0,14.0,43.0,,https://img.funnc.com/mobile/dogpre/product/45/44729_detailView_01956605.png
176,로얄캐닌(Royal Canin),맥시 어덜트,DOG,348.0,24.0,14.0,44.0,,https://img.funnc.com/mobile/dogpre/product/45/44735_detailView_01932995.png
177,로얄캐닌(Royal Canin),미니 퍼피,DOG,373.0,30.0,18.0,34.0,,https://img.funnc.com/mobile/dogpre/product/61/60052_detailView_01202607.jpg
178,로얄캐닌(Royal Canin),미디엄 퍼피,DOG,361.0,29.0,18.0,36.0,,https://img.funnc.com/mobile/dogpre/product/45/44723_detailView_01194122.png
179,로얄캐닌(Royal Canin),맥시 퍼피,DOG,355.0,28.0,16.0,38.0,,https://img.funnc.com/mobile/dogpre/product/45/44729_detailView_01956605.png
180,로얄캐닌(Royal Canin),맥시 시니어,DOG,327.0,23.0,11.0,42.0,,https://img.funnc.com/mobile/dogpre/product/45/44735_detailView_01932995.png
181,로얄캐닌(Royal Canin),피트 32 어덜트,DOG,360.0,26.0,14.0,42.0,,https://img.funnc.com/mobile/dogpre/product/61/60052_detailView_01202607.jpg
182,로얄캐닌(Royal Canin),키튼,CAT,373.0,34.0,17.0,29.0,,https://img.funnc.com/mobile/catpre/product/29/28957_detailView_01068332.jpg
183,로얄캐닌(Royal Canin),어덜트 피트 32,CAT,340.0,30.0,12.0,36.0,,https://img.funnc.com/mobile/catpre/product/1/196_detailView_01656405.png
184,로얄캐닌(Royal Canin),헤어볼케어,CAT,345.0,32.0,13.0,35.0,,https://img.funnc.com/mobile/catpre/product/30/29728_detailView_07937435.png
185,로얄캐닌(Royal Canin),스테릴라이즈드 37,CAT,314.0,31.0,9.0,32.0,,https://img.funnc.com/mobile/catpre/product/27/26698_detailView_01882015.png
186,로얄캐닌(Royal Canin),퍼시안 어덜트,CAT,349.0,30.0,13.0,36.0,,https://img.funnc.com/mobile/catpre/product/35/34198_detailView_01590216.png
187,힐스(Hill's Science Diet),어덜트 스몰앤미니 치킨앤발리,DOG,365.0,24.0,14.0,54.0,,https://img.funnc.com/mobile/dogpre/product/67/66157_detailView_01718251.png
188,힐스(Hill's Science Diet),어덜트 라지브리드 치킨앤발리,DOG,335.0,22.0,12.0,46.0,,https://img.funnc.com/mobile/dogpre/product/100/99756_detailView_01035578.jpg
189,힐스(Hill's Science Diet),퍼피 스몰앤미니 치킨,DOG,381.0,28.0,16.0,40.0,,https://img.funnc.com/mobile/dogpre/product/100/99765_detailView_01183317.jpg
190,힐스(Hill's Science Diet),퍼펙트웨이트 스몰앤미니,DOG,303.0,25.0,9.0,37.0,,https://img.funnc.com/mobile/dogpre/product/110/109199_detailView_01900165.jpg
191,힐스(Hill's Science Diet),시니어 7+ 스몰앤미니,DOG,312.0,18.0,13.0,45.0,,https://img.funnc.com/mobile/dogpre/product/67/66172_detailView_01480872.png
192,힐스(Hill's Science Diet),인도어 어덜트 캣 치킨,CAT,340.0,34.0,13.0,30.0,,https://img.funnc.com/mobile/catpre/product/48/47338_detailView_01115721.jpg
193,힐스(Hill's Science Diet),키튼 치킨,CAT,382.0,36.0,18.0,30.0,,https://img.funnc.com/mobile/catpre/product/54/53396_detailView_01330882.jpg
194,힐스(Hill's Science Diet),시니어 7+ 어덜트 캣,CAT,342.0,31.0,13.0,32.0,,https://img.funnc.com/mobile/catpre/product/48/47339_detailView_01052126.jpg
195,힐스(Hill's Science Diet),퍼펙트웨이트 어덜트 캣,CAT,299.0,34.0,7.0,28.0,,https://img.funnc.com/mobile/catpre/product/48/47443_detailView_01028219.jpg
196,테이스트오브더와일드(Taste of the Wild),하이 프레이리 어덜트 (들소&사슴),DOG,372.0,32.0,18.0,28.0,,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg
197,테이스트오브더와일드(Taste of the Wild),퍼시픽 스트림 어덜트 (연어),DOG,362.0,25.0,15.0,32.0,,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg
198,테이스트오브더와일드(Taste of the Wild),시에라 마운틴 어덜트 (양),DOG,356.0,25.0,15.0,34.0,,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg
199,테이스트오브더와일드(Taste of the Wild),파인 포레스트 어덜트 (사슴),DOG,364.0,28.0,15.0,29.0,,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg
200,테이스트오브더와일드(Taste of the Wild),로키 마운틴 펠린 (사슴&연어),CAT,363.0,35.0,18.0,17.0,,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg
201,테이스트오브더와일드(Taste of the Wild),캐년 리버 펠린 (송어&연어),CAT,366.0,38.0,18.0,13.0,,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg
202,퓨리나 프로플랜(Purina Pro Plan),어덜트 치킨앤라이스,DOG,369.0,26.0,16.0,40.0,,https://www.purinapetcare.co.kr/data/files/thumb1_8fe2686a7113e03380ff8dd86740f0d5.jpg
203,퓨리나 프로플랜(Purina Pro Plan),퍼피 치킨앤라이스,DOG,385.0,30.0,20.0,38.0,,https://www.purinapetcare.co.kr/data/files/thumb1_e31cc86f396fce3a1d4b24ad67394402.jpeg
204,퓨리나 프로플랜(Purina Pro Plan),시니어 7+ 치킨앤라이스,DOG,333.0,28.0,12.0,37.0,,https://www.purinapetcare.co.kr/data/files/thumb1_997a2c95d4abb2d75fc1bf363ca10a5e.png
205,퓨리나 프로플랜(Purina Pro Plan),라지브리드 어덜트 치킨앤라이스,DOG,363.0,26.0,14.0,42.0,,https://www.purinapetcare.co.kr/data/files/thumb1_997a2c95d4abb2d75fc1bf363ac10a5e.png
206,퓨리나 프로플랜(Purina Pro Plan),키튼 치킨앤라이스,CAT,399.0,42.0,19.0,27.0,,https://www.purinapetcare.co.kr/data/files/thumb1_65b77711dcfec75315e7ebe3725c2a16.png
207,퓨리나 프로플랜(Purina Pro Plan),어덜트 치킨앤라이스,CAT,387.0,40.0,17.0,31.0,,https://www.purinapetcare.co.kr/data/files/thumb1_da32f4b11c6179c6cb04bca2e2cbe3a7.png
208,퓨리나 프로플랜(Purina Pro Plan),시니어 11+ 치킨앤라이스,CAT,372.0,37.0,13.0,35.0,,https://www.purinapetcare.co.kr/data/files/thumb1_196d3bd22c9a6245fc30f0e4635aaa6f.png
209,웰니스(Wellness),CORE 그레인프리 오리지날,DOG,372.0,38.0,18.0,32.0,,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg
210,웰니스(Wellness),컴플리트헬스 스몰브리드 어덜트,DOG,355.0,26.0,14.0,36.0,,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg
211,웰니스(Wellness),CORE 라이트 어덜트,DOG,340.0,33.0,10.0,36.0,,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg
212,웰니스(Wellness),CORE 그레인프리 인도어 살몬,CAT,336.0,35.0,12.0,27.0,,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg
213,웰니스(Wellness),컴플리트헬스 인도어 어덜트 캣,CAT,333.0,33.0,11.0,29.0,,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg
214,블루버팔로(Blue Buffalo),라이프프로텍션 미디엄 어덜트,DOG,363.0,26.0,15.0,40.0,,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg
215,블루버팔로(Blue Buffalo),Wilderness 어덜트 치킨,DOG,360.0,34.0,15.0,25.0,,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg
216,블루버팔로(Blue Buffalo),라이프프로텍션 퍼피 스몰브리드,DOG,371.0,26.0,14.0,39.0,,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg
217,블루버팔로(Blue Buffalo),Wilderness 어덜트 살몬 캣,CAT,366.0,40.0,18.0,14.0,,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg
218,블루버팔로(Blue Buffalo),BLUE 인도어 어덜트 살몬,CAT,347.0,32.0,12.0,29.0,,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg
219,브릿(Brit Care),그레인프리 어덜트 치킨,DOG,360.0,28.0,15.0,32.0,,https://ecimg.cafe24img.com/pg1125b29163668076/tpkkor/web/product/medium/20250811/b9093b08700e32d8bbfcd0e9eb4ebc7c.jpg
220,브릿(Brit Care),그레인프리 퍼피 치킨,DOG,372.0,30.0,16.0,30.0,,https://ecimg.cafe24img.com/pg1125b29163668076/tpkkor/web/product/medium/20250811/b9093b08700e32d8bbfcd0e9eb4ebc7c.jpg
221,브릿(Brit Care),어덜트 미디엄브리드 살몬앤오션피쉬,DOG,355.0,27.0,14.0,33.0,,https://ecimg.cafe24img.com/pg1125b29163668076/tpkkor/web/product/medium/20250811/b9093b08700e32d8bbfcd0e9eb4ebc7c.jpg
222,파리나(Farmina),N&D 그레인프리 치킨&포메그래닛 어덜트 M&L,DOG,375.0,34.0,18.0,26.0,,https://ak-d.tripcdn.com/images/0225b12000lbuqky2016B_R_960_660_R5_D.jpg
223,파리나(Farmina),N&D 그레인프리 치킨&포메그래닛 퍼피 M&L,DOG,380.0,35.0,19.0,24.0,,https://ak-d.tripcdn.com/images/0225b12000lbuqky2016B_R_960_660_R5_D.jpg
224,파리나(Farmina),N&D 그레인프리 램&블루베리 어덜트,DOG,372.0,31.0,17.0,30.0,,https://ak-d.tripcdn.com/images/0225b12000lbuqky2016B_R_960_660_R5_D.jpg
225,파리나(Farmina),N&D 그레인프리 치킨&포메그래닛 키튼,CAT,395.0,40.0,20.0,19.0,,https://farmina.co.kr/_upload/product/s_img/NDGF_cat_Adu_CHIC.png
226,파리나(Farmina),N&D 그레인프리 치킨&포메그래닛 어덜트 캣,CAT,388.0,38.0,18.0,22.0,,https://farmina.co.kr/_upload/product/s_img/NDGF_cat_Adu_CHIC.png
227,K9 내추럴,비프 피스트 프리즈드라이드,DOG,505.0,42.0,35.0,3.0,,https://img.danuri.io/catalog-image/552/461/096/d9d16f75542940ea8a7987ad6ab01594.jpg
